Site,Park,Quad,Elev,Year,Y,WYear,Gradient,Long,Lat
AKP_B10_RI_04,KATM,2,Mid,2009,0,1,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Mid,2008,0,0,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Mid,2010,0,2,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Mid,2009,1,1,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Mid,2014,1,6,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Mid,2015,1,7,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Mid,2013,1,5,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Mid,2012,1,4,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Upper,2010,0,2,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Upper,2008,0,0,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Upper,2009,1,1,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Upper,2015,1,7,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Upper,2014,1,6,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Upper,2013,1,5,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,11,Upper,2012,1,4,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,12,Mid,2008,0,0,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,12,Mid,2010,0,2,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,12,Mid,2009,1,1,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,12,Mid,2015,0,7,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,12,Mid,2012,0,4,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,12,Mid,2014,1,6,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,12,Mid,2013,1,5,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,12,Upper,2010,0,2,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,12,Upper,2009,0,1,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,12,Upper,2008,0,0,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,12,Upper,2015,1,7,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,12,Upper,2012,1,4,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,2,Upper,2010,1,2,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,2,Upper,2009,1,1,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,2,Upper,2012,1,4,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,2,Upper,2013,1,5,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,2,Mid,2014,1,6,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,2,Mid,2012,1,4,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,2,Mid,2013,1,5,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,2,Mid,2015,1,7,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,2,Upper,2008,0,0,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,3,Mid,2014,1,6,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,3,Mid,2015,1,7,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,3,Mid,2013,1,5,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,3,Mid,2012,1,4,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,3,Upper,2010,1,2,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,2,Upper,2014,1,6,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,2,Upper,2015,1,7,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,3,Mid,2008,0,0,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,3,Mid,2010,0,2,20.75377778,413337.44,6450814
AKP_B10_RI_04,KATM,3,Mid,2009,0,1,20.75377778,413337.44,6450814
AKP_B10_RI_05,KATM,1,Upper,2013,0,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,1,Upper,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,1,Upper,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,1,Upper,2012,0,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Mid,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Mid,2010,1,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Mid,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Mid,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Upper,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Upper,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Upper,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Upper,2013,0,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Upper,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Upper,2010,0,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,1,Upper,2014,0,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,1,Upper,2010,0,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,1,Upper,2009,0,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Mid,2013,1,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Mid,2010,1,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Mid,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Mid,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Mid,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Mid,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Mid,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Upper,2013,0,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Upper,2010,0,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Upper,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Upper,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Upper,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Upper,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,10,Upper,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Mid,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Mid,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Mid,2013,1,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,1,Mid,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,1,Mid,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,1,Mid,2013,1,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,1,Mid,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,1,Mid,2010,1,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,1,Mid,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,1,Mid,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Mid,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Mid,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Mid,2013,1,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Mid,2010,1,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Mid,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Mid,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Mid,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Upper,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Upper,2010,0,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Upper,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Upper,2009,0,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Upper,2013,1,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Upper,2015,1,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,5,Upper,2014,0,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Mid,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Mid,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Mid,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Mid,2010,1,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Mid,2013,1,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Mid,2015,1,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Mid,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Upper,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Upper,2009,0,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Upper,2013,1,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Upper,2010,0,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Upper,2012,0,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Upper,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,6,Upper,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Mid,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Mid,2013,1,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Mid,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Mid,2010,1,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Mid,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Mid,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,11,Upper,2014,0,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Mid,2013,0,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Mid,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Mid,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Mid,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Mid,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Mid,2010,1,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Mid,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Upper,2013,0,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Upper,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Upper,2014,0,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Upper,2010,0,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Upper,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Upper,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,12,Upper,2012,0,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Mid,2013,1,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Mid,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Mid,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Mid,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Mid,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Mid,2010,1,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Mid,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Upper,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Upper,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Upper,2013,0,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Upper,2012,0,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Upper,2010,0,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Upper,2014,0,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,2,Upper,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Mid,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Mid,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Mid,2013,1,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Mid,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Mid,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Mid,2010,1,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Mid,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Upper,2013,0,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Upper,2014,0,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Upper,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Upper,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Upper,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Upper,2009,0,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,3,Upper,2010,0,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Mid,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Mid,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Mid,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Mid,2013,1,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Mid,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Mid,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Mid,2010,1,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Upper,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Upper,2013,0,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Upper,2014,0,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Upper,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Upper,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Upper,2010,0,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,4,Upper,2015,1,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Mid,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Mid,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Mid,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Upper,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Upper,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Upper,2013,0,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Upper,2010,0,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Upper,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Upper,2012,0,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,7,Upper,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Mid,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Mid,2010,1,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Mid,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Mid,2013,1,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Mid,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Mid,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Mid,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Upper,2010,0,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Upper,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Upper,2013,0,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Upper,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Upper,2009,0,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Upper,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,8,Upper,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Mid,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Mid,2013,1,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Mid,2010,1,2,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Mid,2015,1,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Mid,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Upper,2013,0,5,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Upper,2015,0,7,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Upper,2009,1,1,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Upper,2012,1,4,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Upper,2014,1,6,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Upper,2008,0,0,21.00666667,413696.06,6438320.5
AKP_B10_RI_05,KATM,9,Upper,2010,0,2,21.00666667,413696.06,6438320.5
KEP_B05_RI_01,KEFJ,10,Mid,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Mid,2012,0,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Mid,2014,1,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Mid,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Upper,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Mid,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Mid,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Mid,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Mid,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Mid,2014,0,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Mid,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Mid,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Mid,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Upper,2011,0,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Upper,2009,1,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Upper,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Upper,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Upper,2012,0,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Upper,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Upper,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,11,Upper,2014,1,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Mid,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Mid,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Mid,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Mid,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Mid,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,12,Mid,2014,1,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Mid,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Upper,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Upper,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Upper,2015,0,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Upper,2013,0,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Upper,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Upper,2014,1,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,10,Upper,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Upper,2015,0,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Upper,2012,0,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Upper,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Upper,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,3,Upper,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Mid,2014,1,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Mid,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Mid,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Mid,2009,1,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Mid,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Mid,2013,0,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Mid,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Mid,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Upper,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Upper,2014,0,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Upper,2015,0,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Upper,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Upper,2009,1,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Upper,2013,0,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Upper,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,4,Upper,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Mid,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Mid,2014,1,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Mid,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Mid,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Mid,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Mid,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Mid,2012,0,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Mid,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Upper,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Upper,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Upper,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Upper,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Upper,2013,0,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Upper,2015,0,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Upper,2014,0,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,5,Upper,2012,0,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Mid,2013,1,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Mid,2014,0,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Mid,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Mid,2009,0,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Mid,2008,0,0,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Mid,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Mid,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Mid,2012,1,4,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Upper,2011,1,3,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Upper,2009,1,1,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Upper,2015,1,7,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Upper,2010,0,2,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Upper,2014,0,6,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Upper,2013,0,5,17.80577778,686455.44,6647205.5
KEP_B05_RI_01,KEFJ,6,Upper,2012,1,4,17.80577778,686455.44,6647205.5
