siteID,Park,xcoord,ycoord,mdcaty,panel,wgt,lake_id,lake_area,lake_perim
Y122-Out,YOSE,294944.2173,4205134.81,3,OverSamp,11,70663,260039,3387
Y123-Out,YOSE,276467.8423,4163597.696,3,OverSamp,11,70456,26826,661
Y124-Out,YOSE,302373.6774,4191073.642,1,OverSamp,10.2,70554,47923,944
Y125-Out,YOSE,300536.6232,4198542.145,1,OverSamp,10.2,70621,96798,1449
Y126-Out,YOSE,284483.4566,4166950.715,2,OverSamp,7.714285714,70224,10228,500
Y127-Out,YOSE,275488.1347,4224863.186,5,OverSamp,16,70662,259040,2348
Y128-Out,YOSE,294710.49,4185004.54,3,OverSamp,11,70452,26310,625
Y129-Out,YOSE,254725.1233,4217670.949,4,OverSamp,15.75,70442,25535,1885
Y130-Out,YOSE,287443.6528,4190734.434,1,OverSamp,10.2,70549,46801,1147
Y131-Out,YOSE,285596.8004,4201279.716,2,OverSamp,7.714285714,70596,69708,1541
Y132-Out,YOSE,278212.401,4198812.548,2,OverSamp,7.714285714,70533,43263,960
Y133-Out,YOSE,291991.1165,4213734.477,3,OverSamp,11,70628,102772,1408
Y134-Out,YOSE,282025.3581,4165133.465,4,OverSamp,15.75,70367,17809,526
Y135-Out,YOSE,303910.6131,4185385.757,3,OverSamp,11,70459,26926,766
Y136-Out,YOSE,298000.7717,4185633.189,2,OverSamp,7.714285714,70489,32480,838
Y137-Out,YOSE,292884.7853,4168560.596,3,OverSamp,11,70560,49535,1011
Y138-Out,YOSE,262983.7809,4215461.033,4,OverSamp,15.75,70604,75582,1467
Y139-Out,YOSE,295532.1813,4182703.34,3,OverSamp,11,70421,22809,661
Y140-Out,YOSE,281539.7522,4211197.878,6,OverSamp,26.5,70418,22714,611
Y141-Out,YOSE,257566.2964,4219604.243,4,OverSamp,15.75,70243,10772,718
Y142-Out,YOSE,287990.7036,4188289.338,1,OverSamp,10.2,70376,18833,615
Y143-Out,YOSE,283415.2026,4212684.17,5,OverSamp,16,70578,56917,1284
Y144-Out,YOSE,280642.9914,4191820.158,1,OverSamp,10.2,70654,214623,1871
Y145-Out,YOSE,296476.8822,4213059.833,2,OverSamp,7.714285714,70342,16173,503
Y146-Out,YOSE,275169.283,4161322.811,2,OverSamp,7.714285714,70330,15462,508
Y147-Out,YOSE,272910.9891,4227990.449,3,OverSamp,11,70346,16474,837
Y148-Out,YOSE,292289.4633,4188476.201,2,OverSamp,7.714285714,70476,29251,918
Y149-Out,YOSE,285050.117,4177636.118,4,OverSamp,15.75,70252,11134,473
Y150-Out,YOSE,259367.3842,4217312.168,6,OverSamp,26.5,70349,16755,631
Y151-Out,YOSE,289960.5185,4183786.9,2,OverSamp,7.714285714,70635,112401,1838
Y152-Out,YOSE,280035.5439,4209099.443,5,OverSamp,16,70407,21865,577
Y153-Out,YOSE,276789.5399,4191256.248,2,OverSamp,7.714285714,70470,28497,789
Y154-Out,YOSE,296004.0292,4207884.364,2,OverSamp,7.714285714,70664,261038,2785
Y155-Out,YOSE,277312.0598,4167935.832,2,OverSamp,7.714285714,70482,29883,660
Y156-Out,YOSE,277303.8764,4196406.844,1,OverSamp,10.2,70513,38425,884
Y157-Out,YOSE,287828.1303,4168694.418,3,OverSamp,11,70588,63642,1741
Y158-Out,YOSE,277900.1659,4162066.752,2,OverSamp,7.714285714,70341,16124,503
Y159-Out,YOSE,297415.4592,4200763.046,2,OverSamp,7.714285714,70550,47097,835
Y160-Out,YOSE,268289.6234,4216996.741,4,OverSamp,15.75,70626,101705,1402
Y161-Out,YOSE,293640.1531,4184756.626,2,OverSamp,7.714285714,70609,80731,1287
Y162-Out,YOSE,276967.2465,4218625.409,5,OverSamp,16,70265,11844,636
Y163-Out,YOSE,282912.3979,4206047.849,6,OverSamp,26.5,70348,16736,949
Y164-Out,YOSE,297368.5559,4178260.645,6,OverSamp,26.5,70284,12915,697
Y165-Out,YOSE,252989.4216,4214678.849,3,OverSamp,11,70382,19516,933
Y166-Out,YOSE,278293.4451,4165817.265,3,OverSamp,11,70326,15376,507
Y167-Out,YOSE,297826.5861,4185056.333,2,OverSamp,7.714285714,70238,10611,517
Y168-Out,YOSE,264229.109,4211557.557,4,OverSamp,15.75,70520,40212,1932
Y169-Out,YOSE,277745.964,4213235.369,4,OverSamp,15.75,70322,14963,527
Y170-Out,YOSE,295310.8222,4172733.862,4,OverSamp,15.75,70522,40649,1152
Y171-Out,YOSE,287434.9573,4204299.856,4,OverSamp,15.75,70221,10129,574
Y172-Out,YOSE,287500.1405,4158779.875,1,OverSamp,10.2,70447,25880,1597
Y173-Out,YOSE,253293.3174,4218722.253,3,OverSamp,11,70651,195636,9960
Y174-Out,YOSE,277797.0014,4164421.067,2,OverSamp,7.714285714,70580,58656,1310
Y175-Out,YOSE,298575.1998,4182381.004,4,OverSamp,15.75,70475,29224,720
Y176-Out,YOSE,272448.6904,4214781.614,6,OverSamp,26.5,70411,22132,657
Y177-Out,YOSE,276606.0995,4213346.187,4,OverSamp,15.75,70363,17663,523
Y178-Out,YOSE,299047.2772,4175832.492,6,OverSamp,26.5,70287,12959,674
Y179-Out,YOSE,286882.9014,4161082.511,1,OverSamp,10.2,70423,22963,656
Y180-Out,YOSE,286333.2265,4197751.905,1,OverSamp,10.2,70414,22582,956
Y181-Out,YOSE,276251.3548,4160510.594,2,OverSamp,7.714285714,70572,52656,1631
Y182-Out,YOSE,295310.7306,4186858.302,2,OverSamp,7.714285714,70647,171129,1592
Y183-Out,YOSE,272647.8538,4207742.706,5,OverSamp,16,70358,17270,495
Y184-Out,YOSE,274316.5494,4202536.286,3,OverSamp,11,70319,14917,567
Y185-Out,YOSE,296945.8256,4181454.271,3,OverSamp,11,70689,33326,1120
Y186-Out,YOSE,260822.6977,4210819.303,2,OverSamp,7.714285714,70661,255068,2584
Y187-Out,YOSE,273571.1495,4165344.653,2,OverSamp,7.714285714,70257,11306,475
Y188-Out,YOSE,287596.185,4195890.205,1,OverSamp,10.2,70294,13439,488
Y189-Out,YOSE,278963.4279,4161930.731,2,OverSamp,7.714285714,70498,34084,739
